,Unnamed: 0,tweet_id,airline_sentiment,airline_sentiment_confidence,airline,text,tweet_created,x,y
179,2131,5.69346431833674e+17,neutral,0.6362,United,@united I see you coming to get me and @AggieMensGolf in Hawaii! #12thMan http://t.co/G8DKa3Edhf,2015-02-21 20:02:21 -0800,21.32911863,-157.91749165
180,2148,5.69338724787593e+17,negative,1.0,United,@united we've been seating for 5hrs inside flight UA936 at #IAD delayed. We've only been offered water &amp; cookies in business class. #failed,2015-02-21 19:31:44 -0800,38.95801195,-77.44365722
181,2154,5.69337916125798e+17,negative,1.0,United,"@united your app says flight UA936 to #ZRH departed 2:45hrs Late Flight, but 5 hours Late Flightr we are still seating inside the plane in #IAD.  #failed",2015-02-21 19:28:31 -0800,38.93770157,-77.4551004
182,2167,5.6933116289774e+17,negative,1.0,United,@united why don't you ever print my known #traveler number on my ticket? Because of this I never get to use the #TSA prescreen I paid for,2015-02-21 19:01:41 -0800,37.61839686,-122.38751
183,2171,5.69330646901895e+17,negative,0.6702,United,@united boarding a #plane would be much faster if you boarded back to front instead of front to back #MakesSense #efficiency #travel #flying,2015-02-21 18:59:38 -0800,37.61926072,-122.38812564
184,2215,5.69310717393945e+17,negative,1.0,United,"@united...lies lies lies....still sitting at the gate, have not moved an inch http://t.co/LulGnwEfFH",2015-02-21 17:40:26 -0800,38.95638224,-77.43898845
186,2237,5.69302005111509e+17,negative,1.0,United,"@united Still do not have my bag, it's in the CLT airport. Was originally told I would have it by 2pm.",2015-02-21 17:05:49 -0800,35.07067492,-80.7899648
187,2250,5.69296784922579e+17,negative,1.0,United,@united Flight has been delayed for another hour so only have 24 mins to transit at LAX... Extremely unlikely I will make it!,2015-02-21 16:45:05 -0800,43.60417384,-110.7362561
188,2252,5.69296356143051e+17,negative,1.0,United,@united congratulations united. Fail again. Sky at a gate with a plane full of people waiting on 2. Weather gets worse now we can't leave.,2015-02-21 16:43:22 -0800,39.85760174,-104.66669625
189,2259,5.69292823805043e+17,positive,1.0,United,@united tonight you made this Fred Flintstone happy with an upgrade to 1st class. http://t.co/gKgKZLAwpR,2015-02-21 16:29:20 -0800,26.07294988,-80.14147128
191,2275,5.69281033365037e+17,negative,1.0,United,@united No customer service rep could confirm where my bag was &amp; each gave me different info. Ruined 2 events I had today. #disappointed,2015-02-21 15:42:29 -0800,35.00096266,-80.87374938
192,2277,5.69280157678072e+17,negative,0.7053,United,"@united yes, after landing at 930pm last night. Spoke to 10 baggage claim customer service reps. Finally spoke to one amazing ticket agent.",2015-02-21 15:39:00 -0800,35.00595547,-80.89437239
193,2285,5.69276207696454e+17,positive,0.6809,United,@united thanks,2015-02-21 15:23:19 -0800,19.43010575,-99.18988829
195,2310,5.69261989735719e+17,negative,1.0,United,@united A broken luggage and a mild case of food poisoning from UA5 LHR-IAH. Who can I email about this?,2015-02-21 14:26:49 -0800,19.41622708,-99.16143525
196,2366,5.69243676594942e+17,negative,1.0,United,@united No wonder the cabin is filthy. #badservice,2015-02-21 13:14:03 -0800,37.61782989,-122.39172299
197,2367,5.69243519652471e+17,negative,1.0,United,"@united And then when we asked the stewardess to take the disinfectant wipe as trash she said, ""not with my hands!"" #badservice",2015-02-21 13:13:25 -0800,37.61761896,-122.39164663
198,2379,5.69237947033256e+17,negative,1.0,United,@united that's a crazy long form! You need something other than a video?,2015-02-21 12:51:17 -0800,40.72476892,-74.09204213
199,2380,5.69237356622025e+17,negative,1.0,United,@united I hope not to see the same issue on my return flight tomorrow,2015-02-21 12:48:56 -0800,18.47066766,-68.40014139
200,2395,5.6923185848508e+17,negative,1.0,United,@united stuck in DC trying to get to Denver. The engine shut down twice on us at the terminal. Got any available flights for me?,2015-02-21 12:27:05 -0800,38.94291482,-77.44870496
201,2409,5.69222424236917e+17,neutral,0.6729,United,@united already DM you my concern. Pls check.,2015-02-21 11:49:36 -0800,31.27777976,121.59340615
202,2416,5.69217440250331e+17,negative,1.0,United,@united Worst customer non-service for sure!,2015-02-21 11:29:47 -0800,33.84438223,-116.5516582
203,2417,5.69217317315355e+17,negative,1.0,United,@united Worst airline ever?,2015-02-21 11:29:18 -0800,33.84445776,-116.55139365
204,2428,5.69213197485515e+17,negative,1.0,United,"@united Your new mileage policy is awful. Before, I might have paid slightly more for United because of miles. Now there's no difference.",2015-02-21 11:12:56 -0800,40.73074756,-73.95248962
205,2451,5.69197921150902e+17,negative,1.0,United,@united 14 hours after landing in #ATL &amp; I still do not have my bags...which means no clothes or makeup!!! #UnitedAirlines #nothappy,2015-02-21 10:12:14 -0800,33.89611413,-84.33113356
207,2464,5.69188938012881e+17,negative,1.0,United,@united Why do I still not have my bags? They arrived @10AM &amp;website says they're still at the airport..2 1/2 hours Late Flightr???!! #nothappy,2015-02-21 09:36:32 -0800,33.89638659,-84.33108377
208,2472,5.69184788784918e+17,negative,1.0,United,@united Extremely disappointed in #Flight6831. United left crew and pssgrs stranded in rain @ gate with no cover. Left Psngrs 2 depart plane,2015-02-21 09:20:03 -0800,25.08347991,-77.3225763
209,2480,5.69177940027675e+17,neutral,0.6487,United,@united  no thanks,2015-02-21 08:52:50 -0800,42.3613256,-71.0167387
210,2503,5.69159619710362e+17,positive,1.0,United,@united Very impressed so far. An app that's worth a damn and sms updates on my flight.,2015-02-21 07:40:02 -0800,39.74529398,-104.99225976
211,2521,5.6914036202505e+17,negative,1.0,United,@united his cell phone record needs to be checked to see who did conversed with. I trust the FAA can handle this better.,2015-02-21 06:23:31 -0800,18.47240961,-68.39941149
212,2523,5.69139480101315e+17,negative,1.0,United,@united have you inspected the picture? routine aircraft check while on his cell phone? What will the FAA &amp; NYT say ? http://t.co/bNgpli8JT6,2015-02-21 06:20:00 -0800,18.4729405,-68.39820768
213,2528,5.69128289178153e+17,negative,0.6883,United,@united while busy on his cell phone ???,2015-02-21 05:35:32 -0800,18.47233225,-68.39941165
214,2534,5.69120847115502e+17,neutral,1.0,United,@united First Officer of UA 1514 checking our 757 prior to departure from EWR yesterday while on his cell. Safety ??? http://t.co/1TFH2v0a7z,2015-02-21 05:05:58 -0800,18.4710809,-68.39995916
215,2535,5.69119503516246e+17,negative,1.0,United,@united i booked lh via ua.  However at gate they rebooked me to a Late Flightr lh flight.  Now that flight didnt earn pqd for me.  How do i get it,2015-02-21 05:00:38 -0800,43.59688282,-72.96820686
216,2540,5.69114239996076e+17,negative,0.6559,United,@united I already follow you. One of you 800-number agents rebooked me. Went from a 777 to an a320. Ugh.,2015-02-21 04:39:43 -0800,29.81532281,-95.40830048
217,2549,5.69093984640995e+17,positive,1.0,United,@united provide a voucher for one of my customers and I will tweet about you all day long #earnedmybusiness,2015-02-21 03:19:13 -0800,41.9413787,-87.8932425
218,2551,5.69088814184079e+17,positive,0.6696,United,@united stellar customer service. You have earned my business by your attention to detail.,2015-02-21 02:58:41 -0800,41.9808176,-87.9063373
219,2552,5.69088496117416e+17,positive,1.0,United,@united service by staff was great as usual. Cleanliness and smells a bit much. I'll be back. #satisfied traveler,2015-02-21 02:57:25 -0800,41.9809313,-87.9063148
221,2566,5.69058014650434e+17,negative,1.0,United,@united no. U guys suck. I'll never fly with u again. And ur supervisors suck too.,2015-02-21 00:56:17 -0800,33.99585652,-117.35791469
222,2576,5.69032643548811e+17,positive,1.0,United,@united They held the plane! Made it!!,2015-02-20 23:15:28 -0800,33.94238375,-118.39906416
223,2578,5.6902771862648e+17,positive,1.0,United,"@united ok, have sent u info via DM. I appreciate your help and consideration. 😊",2015-02-20 22:55:54 -0800,41.86591706,-87.6231238
224,2584,5.69021768788091e+17,negative,0.6685,United,@united I had planned to book additional flights tonight but after 1 1/2 hrs working on one trip I'm worn out! #EnoughIsEnough,2015-02-20 22:32:16 -0800,41.86590405,-87.62282728
225,2587,5.69017631602139e+17,negative,1.0,United,@united your system is down and after being on hold for over 20 mins -Mia tells me she is going to charge a Flight Booking Problems fee?! Customer service?,2015-02-20 22:15:49 -0800,41.86589387,-87.62303178
226,2592,5.69012492598252e+17,negative,1.0,United,@united On last flight of the day no less. I am now driving 4 hours to Aspen thru a snowstorm Thx to your teams lack of customer empathy,2015-02-20 21:55:24 -0800,39.77848558,-104.90007634
227,2594,5.69011727532032e+17,negative,1.0,United,@united Yes there were PLENTY of seats available.  So why did Vicky Thomas refuse to give one to a million mile flyer?,2015-02-20 21:52:22 -0800,39.77390684,-104.84537303
228,2599,5.69008708174262e+17,negative,1.0,United,@united Also your at-gate monitor showed 23 empty seats,2015-02-20 21:40:22 -0800,39.83426941,-104.69960636
229,2600,5.69008601009762e+17,negative,1.0,United,@united That is not what your reservations desk just told me.  They said there were plenty of seats,2015-02-20 21:39:56 -0800,39.83426941,-104.69960636
230,2601,5.69007629868999e+17,negative,1.0,United,"@united very exasperating I'm having a difficult time with Flight Booking Problems as the error message says you're undergoing maintenance. Really, now?",2015-02-20 21:36:05 -0800,41.86591215,-87.6231126
231,2605,5.69005870463345e+17,negative,1.0,United,@united no I did not make connection.  Your stellar employee Vicky Thomas refused to board me even though 23 empty seats on plane,2015-02-20 21:29:05 -0800,39.84913886,-104.67403666
232,2619,5.68988757954679e+17,negative,1.0,United,@united it most certainly was not.,2015-02-20 20:21:05 -0800,40.71857786,-73.99426076
233,2641,5.6897539823666e+17,negative,1.0,United,@united when a 2 hour flight turns into a 3:30 ordeal...sigh,2015-02-20 19:28:00 -0800,29.98498519,-95.3338971
234,2662,5.6896558562046e+17,negative,1.0,United,@united Then why did your staff refuse to let ME on the earlier flight citing my having checked a bag?!?!,2015-02-20 18:49:01 -0800,40.71518191,-73.99595593
236,2703,5.68949970080018e+17,negative,0.6848,United,@united Yes I needed plenty of assistance but received none.,2015-02-20 17:46:58 -0800,38.26810946,-82.12153441
237,2716,5.68941851228529e+17,positive,0.6889,United,@united you suck. @SouthwestAir you're the best.,2015-02-20 17:14:42 -0800,37.61476852,-122.40521688
239,2718,5.68938647795315e+17,negative,1.0,United,"@united &amp; on top of no free tv on the int’l leg, now I’m sitting on the Tarmac in Houston, 70 min past departure w/ another hr plus to go",2015-02-20 17:01:58 -0800,29.98384194,-95.33664018
240,2735,5.6892773016055e+17,neutral,1.0,United,@united any chance you'll ever do CPUs on your JFK-LAX like @AmericanAir?,2015-02-20 16:18:35 -0800,40.64993239,-73.78249589
241,2757,5.68917792172351e+17,positive,1.0,United,"@United flight experiences R often frustrating, but 2day on UA5184 from CHI to WPG flight attendant April was #amazing! She's 1 of the best!",2015-02-20 15:39:06 -0800,49.73717309,-96.67646776
242,2765,5.68915741551886e+17,negative,1.0,United,"@united incompetent/rude service today. Missed my connecting flight, then the customer service desk was terrible to me. Really upset w untd.",2015-02-20 15:30:57 -0800,29.98454639,-95.33856899
244,2778,5.68903193930764e+17,negative,1.0,United,@united how about after 2.5 hrs at ORD another .5 on the tarmac + refuse to move me to an earlier flight you make it up to me? #iflyalot #bs,2015-02-20 14:41:05 -0800,41.9653255,-87.87535719
246,2785,5.6890098008071e+17,negative,0.6718,United,@United @Skywest do it again!   I will now miss one or probably both our Aspen events. #Fail,2015-02-20 14:32:17 -0800,37.78736562,-122.40865161
247,2819,5.68884211739972e+17,positive,0.6561,United,“@united: @d_goodspeed We will follow up with our Maintenance team. Thanks for the tweet. ^KP” THANK YOU!  United Cares!,2015-02-20 13:25:40 -0800,33.63992689,-84.44705534
249,2831,5.68881357583098e+17,negative,0.6747,United,@united just landed. Might want to check flight 304 plane from Houston. That sound was during takeoff &amp; landing http://t.co/QKquRagGoO,2015-02-20 13:14:19 -0800,33.64314381,-84.44252134
250,2855,5.68862907850744e+17,negative,1.0,United,@united your customer service is crap.,2015-02-20 12:01:00 -0800,42.37525611,-71.24042938
251,2896,5.68842357069771e+17,positive,0.7185,United,Thank you @united for your prompt assistance.,2015-02-20 10:39:21 -0800,43.68346133,-79.61394084
252,2900,5.68837615220167e+17,positive,1.0,United,@united thanks for more timely updates.,2015-02-20 10:20:30 -0800,45.58977875,-122.59182952
253,2917,5.68832151119991e+17,negative,1.0,United,@united your website is a complete joke when using safari!,2015-02-20 09:58:47 -0800,28.34834331,-81.48581918
254,2919,5.68831798857196e+17,neutral,1.0,United,@united I'm in another country - please Cancelled Flight my reservation. I've booked through Swiss air,2015-02-20 09:57:23 -0800,25.07815796,55.13798672
255,2925,5.68829906584347e+17,negative,0.656,United,@united how is it tripitPro has accurate delayed dept. times and 2hours Late Flightr I hear the same from you? Just curious,2015-02-20 09:49:52 -0800,45.58986727,-122.59182577
256,2929,5.68828064152424e+17,negative,1.0,United,"@united boarded 6373 on time, deplaned, and now 100 minutes delay. No transparency during. Can't wait to give up my gold status for AA.",2015-02-20 09:42:33 -0800,37.6202411,-122.3883092
257,2936,5.68825730718667e+17,neutral,1.0,United,"@united so going forward, I shouldn't be Flight Booking Problems Star Alliance flights through the United App?",2015-02-20 09:33:17 -0800,25.0779704,55.13808289
258,2942,5.68821307766223e+17,negative,1.0,United,@united uh - I booked it through the UA website. Why the price change?,2015-02-20 09:15:42 -0800,25.07772121,55.13822432
259,2956,5.68815686446789e+17,neutral,0.6832,United,"“@united: @LRuns4Cupcakes Please DM details, we'd like to help if you need assistance. ^KP” @ClarkHoward #Another #Airlines #Issues",2015-02-20 08:53:22 -0800,30.15481071,-95.43911291
260,2963,5.68814123540222e+17,negative,1.0,United,@united - please help regarding PNR A3ZZ0F. Why am I now waitlisted for a flight?,2015-02-20 08:47:09 -0800,25.0776918,55.13824067
262,2995,5.68804026789138e+17,positive,1.0,United,@united good fly!! #United #businessFirst,2015-02-20 08:07:02 -0800,29.98445184,-95.33224657
263,3031,5.68787202341081e+17,negative,1.0,United,@united or you'll Cancelled Flight my flight like you just did,2015-02-20 07:00:11 -0800,37.62025528,-122.38832698
264,3046,5.68775278505415e+17,negative,1.0,United,"@united gates were DEFINITELY NOT FULL. We were parked and wheels were chocked. Customer service called it an ""UNMET ARRIVAL""!!",2015-02-20 06:12:48 -0800,40.62387603,-74.30164717
265,3092,5.68695647202718e+17,neutral,0.3466,United,@united I'll be impressed if I actually get a response! 😜,2015-02-20 00:56:22 -0800,37.78194753,-122.43412918
266,3100,5.6867720706261e+17,negative,1.0,United,@united it's a shame the great customer service wasn't continued in SFO. Slightly absurd,2015-02-19 23:43:06 -0800,37.62068265,-122.38816957
267,3109,5.68669880922165e+17,positive,1.0,United,"@united Thanks Yup I'm all set.  It happens.   SLC ground staff were prompt,  helpful and courteous.",2015-02-19 23:13:59 -0800,40.7868699,-111.9790833
268,3119,5.68656507480482e+17,negative,1.0,United,@united Flt 359 lax to EWR. Your pilot bragged about getting to EWR early only to wait 20 min for a jetway driver. Thanks United!,2015-02-19 22:20:51 -0800,40.69758992,-74.25047478
269,3125,5.68654300802474e+17,neutral,0.6267,United,@united thanks.  Not tonight it would seem. http://t.co/WNdcEO5QlK,2015-02-19 22:12:05 -0800,40.7697595,-111.974937
270,3133,5.68649643187311e+17,positive,1.0,United,@united Anna Palm Springs gate 19  deserves a medal! Handled 30 ppl missing flights like a pro!,2015-02-19 21:53:34 -0800,33.82063563,-116.50768141
271,3141,5.68644260129419e+17,negative,1.0,United,"@united here is my case id 8473573. Requested on 2/5, now it's 2/19... 7-10 days I'll get a response, BS!",2015-02-19 21:32:11 -0800,37.78508121,-122.41114577
272,3147,5.68639242483556e+17,neutral,0.6804,United,@united what is your plan to reduce delays?,2015-02-19 21:12:14 -0800,40.71288929,-74.16612474
273,3156,5.68627869225767e+17,negative,0.6687,United,"@united nice 2 see U have a sense of humor. #3hourdelay Just want 2 B home but I'll settle for that beer. Once safely in the air, of course",2015-02-19 20:27:03 -0800,40.68612449,-74.18465897
274,3165,5.68622671287566e+17,negative,1.0,United,@united Yes my flight was rebooked. I'm just losing trust in you if I want to get anywhere on time.,2015-02-19 20:06:23 -0800,40.69522398,-74.1760931
275,3169,5.68617891412574e+17,neutral,1.0,United,@united what do you have in mind?,2015-02-19 19:47:24 -0800,37.6205514,-122.3867929
276,3170,5.68616966191227e+17,negative,1.0,United,@united I'm over you. Evry 1st flight I take w/ you is delayed &amp; evry 2nd is on time so its missed evry time. #lastflightofthenight #breakup,2015-02-19 19:43:43 -0800,40.69482181,-74.17458032
277,3172,5.68615916730057e+17,negative,0.6908,United,@united it is cool. Your customer told me they didn't care either. It is expected,2015-02-19 19:39:33 -0800,37.6209902,-122.3867265
278,3181,5.68611413687603e+17,negative,1.0,United,@united I missed it. Set up in a hotel. Flights delayed in SFO for 6+ hours. Missing all the wedding festivities of my friend. 😞,2015-02-19 19:21:39 -0800,37.6208766,-122.3867929
279,3185,5.68608982321013e+17,negative,1.0,United,@united stuck on Tarmac for the last hour. Can I have a beer?,2015-02-19 19:12:00 -0800,40.6867848,-74.18351089
280,3196,5.68604039430033e+17,neutral,0.6831,United,"@united @HiltonWorldwide @Caravannyc @MaysvilleNYC 
Let's go! Join me on my first trip back to NYC…as a tourist: 
http://t.co/egaEjtRGLb",2015-02-19 18:52:21 -0800,34.06143413,-118.39787418
281,3211,5.68593365601821e+17,neutral,0.6814,United,@united your flights are really cheap what's the catch,2015-02-19 18:09:56 -0800,38.21327338,-85.76378195
282,3213,5.68591705802469e+17,negative,1.0,United,@united 5.5hrs Late Flightr and you still can't figure it out. Random text updates. #embarrassing #ua3728 http://t.co/vFTUyJh45X,2015-02-19 18:03:21 -0800,38.94549594,-77.45193731
284,3218,5.6858935903486e+17,positive,1.0,United,@united Leaving soon. Thanks!,2015-02-19 17:54:01 -0800,40.77395906,-73.8746932
285,3231,5.68579388704293e+17,negative,1.0,United,@united - blamed weather lol 78 no wind and not a cloud in the sky!! Delayed both ways 4x!! RU kidding me to charge me for 1.5lb w/8 delays?,2015-02-19 17:14:24 -0800,37.63404103,-122.40313084
286,3249,5.68572666178884e+17,negative,0.6856,United,@united one hour after departure time and still no update!,2015-02-19 16:47:41 -0800,39.99869322,-82.88004055
287,3258,5.68565044994159e+17,negative,1.0,United,@united make sure you make Cancelled Flighted flight baggage and upgrade fees seem like a labyrinth so that you might be able to swindle a few $ more,2015-02-19 16:17:24 -0800,37.99311597,-84.52114659
288,3260,5.6856479959382e+17,negative,1.0,United,"@united thanks for trying to take my money without notice. In any other industry, you Cancelled Flight a service, a refund is issued. Cont…",2015-02-19 16:16:26 -0800,37.99311597,-84.52114659
289,3266,5.685634629951e+17,negative,0.6702,United,@united an update on flight 5979 would be great!,2015-02-19 16:11:07 -0800,39.99838284,-82.88068344
290,3303,5.68539224770638e+17,negative,1.0,United,@united smiling? NOT!!,2015-02-19 14:34:48 -0800,35.23908248,-120.64078264
291,3304,5.68538872637817e+17,negative,1.0,United,"@united worst airline in the world-8 delays, gate agent loses her mind over 1.5 lbs and charges me $100 on top of the $25 I already paid!!",2015-02-19 14:33:24 -0800,35.23896405,-120.64046203
292,3340,5.68513007849841e+17,positive,1.0,United,@united pleasantly surprised with quality of service and flight.Flew LGA-CLE-DEN. Friendly crew. Love the concept of #byod #worksnicely,2015-02-19 12:50:38 -0800,40.71517211,-74.01453422
293,3354,5.68503120130658e+17,negative,1.0,United,@united needs to pay for my car. I could have been on my flight if 4 help desks did not say it already left. Shame.,2015-02-19 12:11:20 -0800,37.61907,-122.38607
294,3370,5.68490726419517e+17,negative,1.0,United,@united flight UA5631 from SFO to Burbank has been delayed twice now. Still no plane in sight. Get it together.,2015-02-19 11:22:05 -0800,37.61821986,-122.38745399
295,3385,5.68474931207352e+17,positive,0.6842,United,@united so sorry. I ended up on US Air flight. Thank you though for getting back to me:),2015-02-19 10:19:20 -0800,35.8924655,-84.19243176
297,3415,5.68458701046051e+17,neutral,0.6507,United,@united you need to follow me I order for me to DM....,2015-02-19 09:14:50 -0800,34.06979432,-117.57757056
299,3508,5.6835560114468e+17,neutral,0.6955,United,@united I live abroad and am Flight Booking Problems flights for when I come visit the states :(,2015-02-19 02:25:09 -0800,13.71241507,100.60468537
301,3519,5.68332024802447e+17,negative,1.0,United,@united loses my luggage and @hotelstonight loses my reservation. after a 10 hour travel day. I just want to get to @StartingBloc in the am!,2015-02-19 00:51:28 -0800,34.06978184,-117.57752166
302,3520,5.68328533421867e+17,negative,1.0,United,@united oh flight was fine. my lost luggage? not so much. looks like I'll be at least a half day Late Flight to my conference in Santa Monica...,2015-02-19 00:37:36 -0800,34.06071437,-117.59814212
303,3542,5.68280527305716e+17,neutral,0.7041,United,@united done as requested.,2015-02-18 21:26:50 -0800,1.3523078,103.8637764
304,3562,5.68266890499346e+17,negative,1.0,United,"@united because of the horrific flight experience, you guys have made me NEVER want to fly on an airplane every again!!!!!!!",2015-02-18 20:32:39 -0800,38.78438914,-104.72749614
307,3601,5.68240029413163e+17,neutral,1.0,United,"@united @VUSA_Australia I'm just an Aussie cowgirl lookin' for my cowboy. Take me to Fort Worth, Estelle says I'll find him there!",2015-02-18 18:45:55 -0800,-33.87144962,151.20821275
308,3603,5.68238725626356e+17,negative,1.0,United,@united this is not what captain said! Your 820pm flight to San Francisco is delayed due to weather. UA1416 now departs ....#failagain,2015-02-18 18:40:44 -0800,41.97826134,-87.91247425
309,3619,5.682307677148e+17,neutral,0.6383,United,@united sprinted from C concourse to E and just made it. Coughed up a lung in the process but am now in CLT! Tnx!,2015-02-18 18:09:06 -0800,35.21498347,-80.96071981
310,3635,5.68217304259011e+17,neutral,0.6416,United,@united Flight 280,2015-02-18 17:15:36 -0800,40.74389886,-74.12493599
311,3637,5.68215213620638e+17,positive,1.0,United,@united is officially my favorite airline. They have created magic for me all day!!! #friendlyskies #careyon,2015-02-18 17:07:18 -0800,29.98425706,-95.34407392
312,3652,5.68205117368836e+17,negative,1.0,United,@united A change fee of $200. Same exact flight from ATL-HOU is $165. Why a charge of $574? The math doesn't add up.,2015-02-18 16:27:11 -0800,40.03395098,-105.24950187
314,3673,5.68191963838747e+17,neutral,1.0,United,@united there are at least 3 of us on UA1564 at ORD waiting to deplane to catch UA4232 to CLT. Any chance of waiting to last second for us?,2015-02-18 15:34:55 -0800,41.98084325,-87.90939435
316,3727,5.68166099184783e+17,negative,0.6632,United,"@united yes, supposed to be here by 6PM. I have a Board Meeting tomorrow. Fingers crossed.",2015-02-18 13:52:08 -0800,33.5089001,-112.02901444
317,3733,5.68164374248067e+17,negative,1.0,United,@united this may be the last time I fly your airline.,2015-02-18 13:45:17 -0800,38.94494175,-77.45367931
318,3736,5.68161901089133e+17,negative,1.0,United,"@united Missing crew, passenger doc problems, frozen toilets, and now we're off the plane. Give me my money back.  UA3466",2015-02-18 13:35:27 -0800,41.98160558,-87.90496847
320,3802,5.68112237765722e+17,negative,1.0,United,@united. Thanks United for the no running water and Late Flight flight from Grand Rapids to Denver,2015-02-18 10:18:07 -0800,39.85823091,-104.67802376
322,3806,5.68109878754935e+17,negative,1.0,United,"@united you mean like my mailing address and rate? By the surliness of my United ""coworkers"" I'm guessing our benefits aren't great.",2015-02-18 10:08:44 -0800,29.97877958,-95.33246329
323,3816,5.6810361850053e+17,neutral,1.0,United,@united #sfo #ClearVision #TV4U @ United Terminal SFO Airport http://t.co/Q9bYn9pCTf,2015-02-18 09:43:52 -0800,37.62006843,-122.38822083
324,3832,5.68092350355866e+17,negative,1.0,United,@united - with airport self checkin your only option I'm now your employee. Training was a bitch. Send my paycheck asap.,2015-02-18 08:59:05 -0800,29.98605741,-90.25189405
326,3875,5.68061117429232e+17,negative,1.0,United,. @united you know your updates every 6 hours telling me you don't know where my bags are is also equally irritating. #ColtsMissingBags,2015-02-18 06:54:59 -0800,33.75357228,-116.36206155
327,3904,5.68023874970862e+17,negative,1.0,United,"@united if you're listening, why are you the lowest provider of inflight wifi? Get with the times!",2015-02-18 04:26:59 -0800,37.94357634,-121.69565906
328,3929,5.67952115588424e+17,negative,1.0,United,@united How can you not know where my bags are?  You knew where they were 6 hours ago. You are killing me!  Worst service. Ever.,2015-02-17 23:41:51 -0800,33.75538818,-116.36197002
329,3938,5.67939727023673e+17,negative,1.0,United,@united how come I have no baggage updates.,2015-02-17 22:52:37 -0800,33.75536802,-116.36197857
330,3939,5.67939242854216e+17,negative,1.0,United,"@united Thanks for your response. Bags came, but it was a long wait and priority tags weren't honored at all. Disappointing",2015-02-17 22:50:41 -0800,40.79971517,-74.25960937
331,3944,5.67929586077426e+17,negative,1.0,United,@united are my bags here yet?  They were at Palm Springs airport.  I was at LAX.  How come I beat my bags here.,2015-02-17 22:12:19 -0800,33.75539049,-116.36196163
332,3945,5.67927725815497e+17,negative,1.0,United,@united why couldn't you have changed the tire of my delayed UA1127 flight when it arrived instead of waiting until boarding?,2015-02-17 22:04:56 -0800,37.62063433,-122.38946673
333,3949,5.67924953976152e+17,negative,1.0,United,@united I want my bags. There is vital equipment in there. You are royally screwing me. I'm cranky and want an update.,2015-02-17 21:53:55 -0800,33.75539049,-116.36196163
334,3953,5.67921406807261e+17,negative,0.3452,United,"@united unless it's on you guys, im good.",2015-02-17 21:39:49 -0800,27.98622757,-82.5414547
335,3956,5.67919558649995e+17,negative,1.0,United,"@united missed connection, wrong city, bags at Palm Springs, but not at hotel. I am seriously tired of being treated this way.",2015-02-17 21:32:28 -0800,33.75348859,-116.36209633
336,3957,5.67919391515349e+17,negative,1.0,United,@united Where are my bags!!!  They weren't in LAX like your promised.  9 out of 10 things today were a mess today because of you.,2015-02-17 21:31:49 -0800,33.75348859,-116.36209633
337,3959,5.67918545046082e+17,positive,1.0,United,@united received my bag. I appreciate taking care of the matter and following up!,2015-02-17 21:28:27 -0800,40.54989958,-111.90404484
338,3965,5.67902121992921e+17,negative,1.0,United,"@united ""federal regulation prohibits you being separated from your bag""...yet you lose our bag and that's okay",2015-02-17 20:23:11 -0800,36.08651969,-115.13942786
339,3966,5.67901996763603e+17,negative,1.0,United,@united tried to check it 40 mins before a flight rather than 45 mins and we are stonewalled by your employees...,2015-02-17 20:22:41 -0800,36.08652135,-115.13941959
341,3975,5.67895211575112e+17,positive,0.669,United,@united The only thing you fella have done right today is get me to the pacific time zone.,2015-02-17 19:55:44 -0800,34.01019938,-117.42860927
342,3976,5.67895077189628e+17,negative,1.0,United,@united Ugh.  My bags were sent to Palm Springs and not to LAX as promised.  They better be at the hotel when I get there.,2015-02-17 19:55:12 -0800,34.01352255,-117.44528297
343,3985,5.67891481555382e+17,negative,1.0,United,@united when will you offer real food in american clubs like the amazing food you offer in Heathrow?,2015-02-17 19:40:54 -0800,41.9797415,-87.9099894
344,3997,5.67884646270267e+17,negative,1.0,United,"@united Yes, though they have not located the bag yet. It was a lovely flight outside of that.",2015-02-17 19:13:45 -0800,40.84018945,-73.93737649
345,4025,5.67867311744381e+17,positive,1.0,United,@united our flight attendant @superben was super helpful in finding a bag we left on a flight today. Excellent customer service. Name fits.,2015-02-17 18:04:52 -0800,38.88839871,-94.62041633
346,4029,5.67863121479537e+17,neutral,1.0,United,@united instead of Bourbon street how about #quiet #planes #SaveTheDiagonals,2015-02-17 17:48:13 -0800,42.04836196,-87.74130154
347,4031,5.6786294034858e+17,negative,1.0,United,@united I've been doing this for 15 years and I've never had this many issues with any other airline.,2015-02-17 17:47:30 -0800,40.69428253,-74.17219198
348,4032,5.67862586374529e+17,negative,1.0,United,@united haha that's fine. Still won't fly @united ever again. Seems like you guys have more problems than anyone else.,2015-02-17 17:46:05 -0800,40.69429232,-74.17208436
350,4082,5.67829834618905e+17,negative,1.0,United,@united FYI: continuous texts and emails I am getting about the delay while held captive on the tarmac are not that helpful.,2015-02-17 15:35:56 -0800,37.61833841,-122.38389799
351,4084,5.67828973893259e+17,negative,1.0,United,@united: No friendly skies from you today. 5hr+ weather delay in SFO followed by 1hr+ mechanical delay while sitting on plane. #NoFun,2015-02-17 15:32:31 -0800,37.61859126,-122.38385699
